customerID,gender,SeniorCitizen,Partner,Dependents,Day,year,month
2839-RFSQE,Female,,No,No,23,1980,8
8328-SKJNO,Male,,No,Yes,28,1986,10
7010-ZMVBF,Female,,Yes,Yes,25,2003,3
5201-CBWYG,Male,,Yes,Yes,10,1998,4
0968-GSIKN,Female,,No,No,14,1986,8
1965-DDBWU,Male,,No,No,9,2012,4
9057-SIHCH,Female,,No,No,21,1989,11
6352-GIGGQ,Male,,No,No,29,2010,7
3635-QQRQD,Male,,No,No,22,1989,3
6771-XWBDM,Female,,Yes,No,14,2003,1
2897-DOVND,Male,,No,No,3,1988,9
3082-YVEKW,Female,,Yes,Yes,9,1982,6
0191-EQUUH,Female,,No,Yes,1,1982,1
7134-HBPBS,Female,,No,No,28,2004,7
3489-HHPFY,Female,,Yes,No,23,1984,7
2926-JEJJC,Female,,No,No,30,1991,11
8601-QACRS,Female,,No,No,8,1999,11
4950-BDEUX,Male,,No,No,7,2006,9
5789-LDFXO,Male,,No,No,22,1997,7
0508-OOLTO,Female,,Yes,Yes,16,2009,7
2984-TBYKU,Male,,Yes,Yes,2,1986,11
9822-WMWVG,Female,,No,No,24,2006,7
2391-SOORI,Male,,No,Yes,13,1984,3
9040-KZVWO,Male,,No,No,19,2005,6
2645-QTLMB,Male,,No,No,8,1990,4
4806-HIPDW,Female,,Yes,No,28,1990,6
1548-ARAGG,Female,,Yes,Yes,1,1980,4
6339-RZCBJ,Male,,No,No,11,2011,9
4424-TKOPW,Male,,No,No,1,1985,4
4415-WNGVR,Female,,Yes,No,28,1995,8
2522-AHJXR,Male,,Yes,No,9,1986,11
0412-UCCNP,Male,,No,No,14,1993,8
1816-FLZDK,Male,,No,No,2,1980,12
7096-UCLNH,Male,,No,No,21,2007,8
8443-ZRDBZ,Male,,No,No,17,2001,7
9136-ALYBR,Male,,No,No,20,1992,7
4615-PIVVU,Female,,No,No,10,1991,4
8885-QSQBX,Female,,No,No,20,1982,12
7479-NITWS,Male,,No,No,13,1995,10
8617-ENBDS,Male,,No,No,25,1998,12
9385-NXKDA,Female,,Yes,No,8,2007,10
0430-IHCDJ,Male,,No,No,11,1997,2
2959-MJHIC,Male,,Yes,No,12,1998,1
6674-KVJHG,Female,,No,No,8,1997,10
1814-DKOLC,Female,,No,No,19,1995,10
4201-JMNGR,Female,,No,No,24,2006,11
9351-HXDMR,Male,,Yes,No,1,1981,10
3537-HPKQT,Female,,Yes,No,17,1995,12
2129-ALKBS,Female,,Yes,Yes,28,1990,4
5821-MMEIL,Female,,Yes,No,12,1985,8
5960-WPXQM,Male,,No,No,16,2010,7
0684-AOSIH,Male,,Yes,No,15,1996,3
8260-NGFNY,Female,,No,No,22,1998,7
1309-XGFSN,Male,,Yes,Yes,8,2000,1
1866-RZZQS,Male,,No,No,6,1992,12
6968-URWQU,Male,,Yes,No,4,1990,8
4742-TXUEX,Female,,Yes,Yes,12,1992,2
9631-XEYKE,Male,,No,No,29,1990,10
8631-NBHFZ,Male,,Yes,Yes,16,2011,1
1335-MXCSE,Male,,Yes,Yes,18,1985,5
8873-TMKGR,Male,,No,No,7,1997,3
8800-JOOCF,Female,,No,Yes,20,1983,11
1469-LBJQJ,Female,,Yes,No,25,1993,5
4958-XCBDQ,Male,,No,No,1,1983,10
8337-UPOAQ,Male,,Yes,No,5,1984,12
0064-YIJGF,Male,,Yes,Yes,7,2010,6
2386-OWURY,Female,,No,No,3,2008,12
1725-IQNIY,Male,,Yes,No,23,1997,5
0310-VQXAM,Male,,No,No,7,2002,10
6598-RFFVI,Male,,No,No,2,2007,8
3453-RTHJQ,Male,,No,No,3,1999,12
6712-OAWRH,Female,,No,No,8,2005,8
6278-FEPBZ,Female,,No,No,7,1989,7
4280-DLSHD,Male,,Yes,No,11,1982,6
1508-DFXCU,Male,,No,No,18,1992,3
8614-VGMMV,Female,,No,No,9,2001,7
7868-BGSZA,Male,,Yes,No,11,2005,1
2800-QQUSO,Male,,No,No,5,2011,9
2930-UOTMB,Female,,No,No,4,1983,12
7973-DZRKH,Female,,No,Yes,9,1993,3
5914-DVBWJ,Female,,No,No,12,2007,7
7698-YFGEZ,Male,,No,No,16,1994,1
2533-QVMSK,Male,,Yes,No,23,2000,1
9773-PEQBZ,Male,,No,No,28,1999,5
8644-XLFBW,Male,,No,No,6,1997,11
0650-BWOZN,Female,,No,No,29,2003,9
8625-AZYZY,Male,,Yes,No,16,2009,4
7785-RDVIG,Female,,Yes,Yes,26,2001,4
9602-WCXPI,Male,,No,No,6,1985,12
2903-YYTBW,Male,,Yes,Yes,9,2005,3
3620-MWJNE,Male,,No,No,7,1994,9
8573-JGCZW,Male,,No,No,13,1988,10
6837-HAEVO,Male,,Yes,Yes,24,2003,1
6701-YVNQG,Male,,Yes,No,23,2002,11
9306-CPCBC,Female,,No,No,9,1988,9
4304-XUMGI,Male,,Yes,Yes,16,1995,5
9504-YAZWB,Female,,No,No,18,2001,12
8819-ZBYNA,Female,,Yes,No,21,1989,11
6174-NRBTZ,Male,,No,No,4,2008,2
9481-IEBZY,Male,,Yes,No,3,1996,11
1833-VGRUM,Female,,No,No,7,1983,9
6137-NICCO,Female,,Yes,Yes,2,1991,5
9065-ZCPQX,Male,,Yes,No,21,2005,10
6402-EJMWF,Male,,No,No,25,2000,7
3620-EHIMZ,Female,,Yes,Yes,28,1980,6
3213-VVOLG,Male,,Yes,Yes,7,2010,3
6870-ECSHE,Female,,No,No,26,1989,3
8747-UDCOI,Female,,Yes,No,3,1985,5
8374-XGEJJ,Male,,Yes,No,26,2010,10
2656-TABEH,Male,,Yes,No,1,2005,11
6946-LMSQS,Male,,Yes,No,19,1997,8
4626-OZDTJ,Female,,Yes,No,27,2005,3
9169-BSVIN,Male,,No,No,16,1995,1
2325-ZUSFD,Female,,Yes,Yes,20,2002,11
8194-PEEBY,Female,,Yes,Yes,29,1989,7
6872-HXFNF,Female,,Yes,No,20,2004,10
3932-CMDTD,Female,,No,No,25,1981,1
7714-YXSMB,Female,,No,No,27,2001,12
8387-UGUSU,Female,,Yes,Yes,5,2012,8
1080-BWSYE,Male,,Yes,No,20,2010,5
4039-HEUNW,Male,,Yes,No,11,1990,7
1194-HVAIF,Female,,Yes,No,22,1986,8
0812-WUPTB,Male,,Yes,No,15,2009,9
3594-UVONA,Female,,No,No,21,2006,10
0004-TLHLJ,Male,,No,No,23,2003,7
1767-TGTKO,Female,,Yes,Yes,16,1994,1
8439-LTUGF,Male,,No,No,7,1980,6
8805-JNRAZ,Female,,No,No,13,1987,2
5089-IFSDP,Female,,Yes,No,17,1996,2
6418-HNFED,Male,,Yes,No,28,2010,10
0206-OYVOC,Female,,Yes,Yes,10,1992,12
7291-CDTMJ,Male,,No,No,24,1994,10
7128-GGCNO,Male,,No,No,12,1982,4
0237-YFUTL,Female,,Yes,No,20,1987,10
7691-KGKGP,Male,,Yes,Yes,10,1994,2
6710-HSJRD,Male,,Yes,No,18,2010,8
3675-EQOZA,Male,,No,No,14,2004,10
0840-DCNZE,Male,,No,No,30,1990,1
1732-FEKLD,Female,,No,No,19,1991,7
9862-KJTYK,Male,,No,Yes,29,1986,2
0479-HMSWA,Female,,No,Yes,24,1988,9
5854-KSRBJ,Male,,Yes,Yes,24,2010,11
0365-BZUWY,Male,,Yes,No,16,2002,11
4817-VYYWS,Female,,No,No,7,1990,7
5701-SVCWR,Female,,No,Yes,14,1997,4
3129-AAQOU,Female,,Yes,Yes,25,2004,7
4922-CVPDX,Female,,Yes,No,12,1987,9
1396-QWFBJ,Female,,Yes,Yes,29,1991,9
1357-BIJKI,Male,,Yes,No,13,2006,7
1099-BTKWT,Female,,Yes,No,16,1986,10
5299-SJCZT,Male,,No,No,30,1981,7
2018-PZKMU,Male,,Yes,Yes,12,1988,10
7340-KEFQE,Female,,Yes,Yes,11,1988,3
4570-QHXHL,Female,,No,No,25,2008,4
2403-BCASL,Male,,Yes,Yes,1,1999,11
7392-YYPYJ,Male,,No,No,10,2012,7
2898-LSJGD,Female,,Yes,Yes,16,1989,2
2223-GDSHL,Male,,Yes,Yes,26,1989,10
7359-PTSXY,Male,,No,No,25,1984,3
9470-RTWDV,Male,,Yes,Yes,23,1980,10
2176-OSJUV,Male,,Yes,No,2,1984,7
9348-YVOMK,Male,,No,No,20,2000,4
8104-OSKWT,Female,,No,No,19,1993,6
4521-YEEHE,Female,,Yes,No,22,1983,2
4090-KPJIP,Female,,No,No,2,1983,9
3786-WOVKF,Female,,Yes,No,22,1992,5
4503-BDXBD,Male,,No,No,2,2011,9
6086-ESGRL,Female,,No,No,12,2002,4
2592-HODOV,Male,,No,No,30,2005,6
3886-CERTZ,Female,,Yes,No,10,2008,2
7995-ZHHNZ,Male,,Yes,No,2,2000,12
3824-RHKVR,Female,,No,No,14,2009,12
5816-SCGFC,Female,,No,No,27,2007,4
5989-AXPUC,Female,,Yes,No,6,2005,7
4979-HPRFL,Male,,Yes,Yes,29,2009,3
8590-OHDIW,Female,,Yes,Yes,24,1999,10
8015-IHCGW,Female,,Yes,Yes,24,1997,5
2332-TODQS,Female,,No,No,8,1993,2
9278-VZKCD,Female,,Yes,No,27,1981,11
8008-OTEZX,Female,,Yes,Yes,9,1989,9
2773-OVBPK,Male,,Yes,No,28,1989,9
5999-LCXAO,Female,,No,No,28,2004,4
5206-XZZQI,Male,,No,No,15,2000,1
4803-LBYPN,Male,,Yes,Yes,9,1995,10
5759-RCVCB,Female,,No,No,22,1994,9
6372-RFVNS,Female,,Yes,No,22,1981,7
2139-FQHLM,Male,,No,No,25,1996,7
8261-GWDBQ,Female,,Yes,No,28,1982,3
1093-YSWCA,Male,,No,No,5,2011,5
8938-UMKPI,Female,,No,No,15,1982,8
0991-BRRFB,Male,,No,No,6,1986,1
3882-IYOIJ,Female,,Yes,Yes,27,1993,6
8749-TZYEC,Male,,Yes,No,22,1994,9
1755-FZQEC,Male,,No,No,7,1989,12
3115-JPJDD,Female,,Yes,No,16,2010,5
5600-KTXFM,Male,,Yes,Yes,10,1990,7
3871-IKPYH,Male,,No,No,28,2006,5
6319-IEJWJ,Male,,Yes,Yes,6,2006,10
9025-AOMKI,Female,,No,No,27,1989,4
6339-TBELP,Male,,No,No,15,2006,11
7964-YESJC,Female,,Yes,No,15,1990,7
6173-GOLSU,Male,,Yes,No,15,1982,12
5275-SQEIZ,Male,,No,No,13,1986,2
7716-YTYHG,Female,,Yes,Yes,1,1988,8
9938-ZREHM,Female,,Yes,No,12,1990,2
7950-XWOVN,Male,,No,No,30,2009,4
4390-KYULV,Male,,Yes,No,9,1992,9
4647-MUZON,Female,,Yes,No,12,1985,8
9702-AIUJO,Male,,Yes,Yes,14,2000,4
8849-PRIQJ,Female,,Yes,Yes,9,2007,10
8851-RAGOV,Female,,Yes,No,17,2002,12
1304-NECVQ,Female,,No,No,22,1996,8
5396-IZEPB,Male,,No,No,28,1994,10
1729-VLAZJ,Female,,No,Yes,8,1986,6
8285-ABVLB,Female,,Yes,No,29,2002,8
0701-TJSEF,Male,,No,No,16,1980,2
5712-VBOXD,Female,,No,No,17,2001,10
6629-LADHQ,Female,,No,No,26,2008,10
8945-GRKHX,Female,,No,Yes,1,2000,4
1559-DTODC,Male,,No,No,1,1991,8
4797-MIWUM,Male,,Yes,Yes,24,2001,5
6959-UWKHF,Male,,No,No,2,1988,3
8720-RQSBJ,Male,,No,No,24,2006,12
4537-CIBHB,Female,,Yes,Yes,21,2010,8
3815-SLMEF,Female,,No,No,28,1995,11
5154-VEKBL,Female,,No,No,9,1986,1
4324-AHJKS,Female,,No,No,6,2007,11
4355-CVPVS,Female,,Yes,Yes,19,1981,2
4495-LHSSK,Female,,No,Yes,19,2011,1
5655-JSMZM,Male,,No,No,3,1994,6
5915-ANOEI,Male,,Yes,No,8,1997,6
9861-PDSZP,Female,,No,No,18,1991,6
4505-EXZHB,Female,,No,No,27,2001,2
7225-CBZPL,Male,,Yes,No,23,1994,4
6704-UTUKK,Male,,Yes,No,10,1992,10
4587-VVTOX,Female,,Yes,No,23,1981,4
2019-HDCZY,Male,,Yes,No,12,1984,2
4652-NNHNY,Male,,Yes,No,28,1993,4
8788-DOXSU,Male,,No,No,11,2007,4
7404-JLKQG,Female,,No,No,13,2000,11
7421-ZLUPA,Female,,No,No,10,2008,6
8972-HJWNV,Female,,Yes,No,29,1990,4
3274-NSDWE,Female,,No,No,3,1982,1
2632-IVXVF,Female,,Yes,Yes,12,2006,8
3692-JHONH,Female,,Yes,No,28,1983,12
8915-NNTRC,Male,,Yes,Yes,17,1988,2
5914-GXMDA,Female,,Yes,No,16,2011,4
7463-IFMQU,Female,,Yes,No,10,2007,9
2920-RNCEZ,Male,,Yes,Yes,7,2008,3
2541-YGPKE,Male,,Yes,Yes,27,2007,1
8515-OCTJS,Female,,No,No,18,1982,8
5382-TEMLV,Male,,No,No,22,1983,9
3441-CGZJH,Female,,Yes,Yes,9,1997,10
9592-ERDKV,Male,,Yes,No,3,1992,6
2860-RANUS,Female,,No,No,12,1985,6
5261-QSHQM,Female,,No,No,17,2002,12
4778-IZARL,Male,,Yes,No,3,2004,3
0432-CAJZV,Male,,No,No,27,2008,7
7008-LZVOZ,Male,,Yes,Yes,20,2002,3
8868-WOZGU,Male,,No,No,29,1994,7
1200-TUZHR,Female,,No,No,8,1985,6
9365-CSLBQ,Male,,No,Yes,9,1983,12
1334-FJSVR,Male,,No,No,27,2007,6
5884-FBCTL,Female,,Yes,Yes,23,2000,9
7130-CTCUS,Male,,Yes,No,5,2004,9
6242-FEGFD,Male,,Yes,No,6,1989,9
7625-XCQRH,Female,,No,No,29,2012,1
6194-HBGQN,Male,,No,No,4,1989,2
7634-WSWDB,Female,,No,Yes,13,1991,8
6986-IXNDM,Male,,No,No,16,1982,8
1731-TVIUK,Female,,No,No,2,2007,11
2987-BJXIK,Female,,No,No,13,2006,3
9769-TSBZE,Female,,No,Yes,24,1999,8
0406-BPDVR,Female,,Yes,No,14,1984,8
0618-XWMSS,Male,,No,Yes,13,2011,4
1395-WSWXR,Male,,No,No,22,1982,6
6023-GSSXW,Female,,Yes,No,9,1994,7
6752-APNJL,Male,,Yes,Yes,7,2008,5
5276-KQWHG,Female,,No,No,19,1986,6
0420-HLGXF,Female,,No,No,3,1981,4
7446-KQISO,Male,,Yes,Yes,24,1992,5
9823-EALYC,Male,,Yes,Yes,13,2003,4
0582-AVCLN,Female,,No,No,20,2000,5
5803-NQJZO,Male,,Yes,No,5,1992,12
2565-JSLRY,Male,,No,No,3,1988,5
2607-DHDAK,Male,,Yes,Yes,15,1985,8
1073-XXCZD,Male,,Yes,No,17,1981,1
0743-HRVFF,Female,,Yes,Yes,21,2012,3
4006-HKYHO,Male,,No,No,3,2010,8
3727-JEZTU,Female,,No,No,28,1986,4
8143-ETQTI,Female,,Yes,Yes,3,1992,11
6689-KXGBO,Female,,No,No,2,2012,12
9667-TKTVZ,Female,,No,No,23,2009,2
3657-COGMW,Female,,No,No,9,2000,6
8570-KLJYJ,Female,,No,No,20,1991,3
7754-IXRMC,Female,,No,No,4,1987,7
9473-CBZOP,Female,,No,No,17,1991,4
2969-WGHQO,Female,,Yes,Yes,7,2006,7
6615-NGGZJ,Male,,No,No,16,1991,10
4334-HOWRP,Male,,Yes,No,8,1986,9
4255-DDUOU,Female,,Yes,Yes,7,1988,6
5863-OOKCL,Female,,No,No,29,2009,6
1686-STUHN,Male,,No,No,19,1986,4
1329-VHWNP,Female,,No,No,20,1993,11
2984-MIIZL,Male,,No,No,30,2000,5
0266-GMEAO,Male,,Yes,Yes,2,1994,11
5590-YRFJT,Female,,Yes,No,11,2005,2
5574-NXZIU,Male,,No,No,7,2001,9
0019-GFNTW,Female,,No,No,29,2004,12
4256-ZWTZI,Female,,No,Yes,2,1987,4
8309-PPCED,Female,,Yes,No,24,1995,8
4098-NAUKP,Male,,Yes,Yes,3,1984,5
5196-WPYOW,Male,,Yes,Yes,12,1997,4
4608-LCIMN,Male,,Yes,Yes,3,1990,12
1485-YDHMM,Male,,Yes,Yes,25,1986,2
4054-CUMIA,Female,,Yes,Yes,30,2002,3
0603-TPMIB,Female,,Yes,Yes,22,2009,9
2525-GVKQU,Female,,No,No,16,1983,10
8161-QYMTT,Male,,No,No,18,1984,7
9581-GVBXT,Male,,Yes,Yes,10,1996,6
5862-BRIXZ,Male,,No,No,18,2007,12
5404-GGUKR,Male,,No,No,11,2000,4
3308-JSGML,Male,,Yes,No,6,1992,4
2126-GSEGL,Female,,Yes,No,12,1997,3
3677-TNKIO,Female,,No,No,20,1984,7
0440-QEXBZ,Female,,No,No,8,2011,2
2434-EEVDB,Female,,Yes,No,6,1984,8
6762-QVYJO,Female,,Yes,Yes,19,1981,8
6199-IWKGC,Female,,Yes,No,9,1988,11
2675-DHUTR,Male,,Yes,No,9,2001,9
8152-VETUR,Female,,Yes,No,10,2010,4
9667-EQRXU,Female,,No,No,10,1985,4
7446-YPODE,Male,,No,No,9,1988,9
9522-BNTHX,Female,,No,No,9,1987,3
4676-WLUHT,Male,,No,No,19,1997,2
3329-WDIOK,Female,,No,No,4,1985,7
7980-MHFLQ,Female,,Yes,Yes,2,1999,8
2873-ZLIWT,Female,,Yes,Yes,28,1987,11
3415-TAILE,Female,,Yes,Yes,29,1995,5
0757-WCUUZ,Male,,Yes,Yes,13,2006,11
1629-DQQVB,Female,,No,No,23,2000,2
1915-IOFGU,Female,,No,No,25,2012,12
3045-XETSH,Female,,No,No,2,1994,9
0374-AACSZ,Female,,No,No,24,1986,10
7239-HZZCX,Male,,No,No,29,1991,7
4872-VXRIL,Male,,No,No,11,2007,12
9140-CZQZZ,Female,,Yes,No,3,2007,9
3423-HHXAO,Female,,Yes,Yes,22,2001,12
9938-TKDGL,Male,,Yes,Yes,13,1982,4
0531-ZZJWQ,Male,,Yes,No,9,1982,1
6537-QLGEX,Female,,No,No,30,1980,9
2688-BHGOG,Male,,No,No,28,2006,3
7683-CBDKJ,Male,,Yes,Yes,27,1981,5
0946-CLJTI,Male,,Yes,No,30,2002,4
3160-TYXLT,Male,,No,No,13,1992,6
1325-USMEC,Male,,Yes,No,14,2005,8
0916-QOFDP,Female,,Yes,Yes,17,2000,12
0628-CNQRM,Male,,Yes,Yes,19,1984,3
5606-AMZBO,Female,,Yes,No,23,2012,2
6199-IPCAO,Female,,Yes,Yes,3,2001,8
7665-TOALD,Female,,No,No,1,1991,4
0112-QWPNC,Male,,Yes,No,3,1982,6
0324-BRPCJ,Female,,Yes,No,20,2010,6
2777-PHDEI,Female,,No,No,4,1989,7
5640-CAXOA,Female,,No,No,24,1980,1
2235-EZAIK,Female,,Yes,No,9,2003,1
3847-BAERP,Female,,No,No,17,1998,2
1196-AMORA,Male,,No,No,15,2009,9
4282-YMKNA,Female,,No,No,14,1997,4
1453-RZFON,Female,,No,Yes,25,1989,12
8263-OKETD,Female,,No,No,14,2011,9
0670-KDOMA,Female,,No,No,23,2012,10
2476-YGEFM,Female,,No,No,9,2012,2
8687-BAFGU,Male,,No,No,6,1984,9
0641-EVBOJ,Male,,No,No,20,2001,9
0829-XXPLX,Female,,No,No,21,1992,12
9974-JFBHQ,Male,,No,Yes,25,1992,3
5356-RHIPP,Male,,No,No,12,1995,10
6624-JDRDS,Female,,No,No,23,2008,11
0608-JDVEC,Male,,Yes,No,30,1981,4
9780-FKVVF,Male,,No,No,11,2004,5
1919-RTPQD,Male,,Yes,Yes,25,2001,11
5214-NLTIT,Male,,Yes,Yes,4,1985,12
3345-PBBFH,Male,,Yes,No,19,2010,3
5055-BRMNE,Female,,Yes,Yes,16,2001,5
9189-JWSHV,Female,,Yes,No,9,1993,8
2190-PHBHR,Female,,Yes,No,14,2005,9
2650-GYRYL,Male,,Yes,Yes,14,1992,3
0746-JTRFU,Male,,No,No,1,2002,7
5208-FVQKB,Male,,Yes,No,14,1996,12
7184-LRUUR,Female,,No,No,15,1995,10
6627-CFOSN,Female,,No,No,2,1998,10
3982-JGSFD,Male,,No,No,7,1991,4
1574-DYCWE,Female,,Yes,Yes,27,1983,8
7247-XOZPB,Male,,Yes,No,18,2003,5
2466-FCCPT,Female,,Yes,Yes,7,1999,5
6211-WWLTF,Male,,Yes,No,18,1995,2
4826-TZEVA,Female,,No,No,10,2000,4
6016-NXBNJ,Male,,No,No,28,2001,11
9138-EFSMO,Male,,Yes,Yes,14,2007,2
0576-WNXXC,Male,,Yes,No,14,1980,7
4632-XJMEX,Male,,No,Yes,18,1992,10
8910-LEDAG,Male,,Yes,No,5,1993,2
3452-GWUIN,Female,,Yes,No,17,1989,10
2716-GFZOR,Male,,Yes,No,1,2008,11
3724-UCSHY,Male,,Yes,Yes,21,1986,9
8626-XHBIE,Male,,No,Yes,10,1987,8
4628-CTTLA,Male,,No,No,25,2011,9
3192-LNKRK,Male,,Yes,Yes,30,1992,12
4439-YRNVD,Female,,No,No,17,1985,1
2876-VBBBL,Female,,No,No,11,1998,7
6834-NXDCA,Female,,No,No,23,1999,5
2208-UGTGR,Male,,No,No,23,1993,7
3005-TYFRD,Female,,Yes,No,20,1994,5
8670-MEFCP,Female,,Yes,Yes,23,1987,11
3079-BCHLN,Male,,Yes,No,19,1985,7
7777-UNYHB,Female,,Yes,Yes,3,2008,7
5597-GLBUC,Female,,No,No,17,1989,1
7278-CKDNC,Male,,No,No,13,2007,11
2748-MYRVK,Female,,No,No,30,2004,3
8450-UYIBU,Female,,No,No,14,2004,8
2969-VAPYH,Female,,No,No,28,1998,2
4822-YCXMX,Male,,No,No,10,2011,4
7181-OQCUT,Male,,No,No,10,1996,4
8474-UMLNT,Female,,No,No,3,2005,4
9821-POOTN,Male,,Yes,No,11,2005,8
3836-FZSDJ,Male,,Yes,No,12,2000,3
9142-XMYJH,Female,,No,No,10,1999,7
6559-ILWKJ,Male,,Yes,No,18,2010,9
0187-QSXOE,Male,,Yes,No,5,2002,2
7733-UDMTP,Female,,No,No,14,2005,12
2649-HWLYB,Male,,Yes,No,27,2009,2
5214-CHIWJ,Male,,No,No,19,1980,3
4229-CZMLL,Male,,No,No,2,2006,7
6904-JLBGY,Female,,No,No,30,1990,6
2465-BLLEU,Male,,No,No,22,2009,6
1685-VAYJF,Male,,No,No,16,1997,9
8874-EJNSR,Male,,Yes,Yes,6,1983,7
6917-YACBP,Female,,No,No,28,1983,8
5049-MUBWG,Male,,No,No,18,2003,5
4223-WOZCM,Male,,No,No,7,2005,3
0769-MURVM,Female,,Yes,Yes,16,2003,8
9253-VIFJQ,Male,,Yes,No,7,2002,6
7030-FZTFM,Male,,Yes,Yes,7,2006,10
9741-YLNTD,Male,,No,No,3,2011,11
5917-RYRMG,Male,,No,No,21,2006,7
5120-ZBLAI,Female,,Yes,No,28,2005,3
1194-BHJYC,Male,,Yes,No,3,1994,5
3663-MITLP,Female,,No,No,28,1996,10
0906-QVPMS,Male,,Yes,No,1,2010,8
9025-ZRPVR,Male,,No,No,22,1989,8
1905-OEILC,Female,,No,No,10,2000,7
7858-GTZSP,Female,,No,No,18,1996,8
3285-UCQVC,Female,,No,No,17,1983,8
6248-BSHKG,Male,,Yes,Yes,9,2008,11
4685-TFLLS,Male,,Yes,Yes,23,2009,1
3470-BTGQO,Male,,No,Yes,6,2011,8
1209-VFFOC,Male,,Yes,Yes,26,2004,12
8224-DWCKX,Male,,No,No,14,1996,2
5482-PLVPE,Female,,No,No,1,1992,9
4553-DVPZG,Female,,Yes,No,24,1996,10
4902-OHLSK,Female,,No,No,29,1990,2
6917-IAYHD,Male,,No,Yes,19,2000,10
0495-ZBNGW,Male,,Yes,No,22,2009,7
8620-RJPZN,Female,,No,No,13,1984,4
7572-KPVKK,Male,,No,Yes,26,2003,4
2642-MAWLJ,Female,,Yes,Yes,19,2007,2
2357-COQEK,Female,,No,No,10,2001,11
7103-ZGVNT,Female,,Yes,Yes,1,1997,2
3737-GCSPV,Female,,Yes,No,22,2011,5
2027-WKXMW,Female,,Yes,No,14,2004,7
7137-NAXML,Male,,No,No,16,1995,4
2428-ZMCTB,Male,,No,No,12,1991,4
2961-VNFKL,Female,,Yes,No,6,1996,10
1768-HNVGJ,Female,,No,No,13,1992,5
6963-KQYQB,Female,,Yes,Yes,9,1989,4
5934-RMPOV,Female,,No,Yes,5,1991,7
1207-BLKSA,Female,,Yes,Yes,28,1989,4
4088-YLDSU,Male,,Yes,No,29,1998,10
8316-BBQAY,Female,,No,No,26,2003,9
1166-PQLGG,Female,,Yes,Yes,1,1989,5
3146-JTQHR,Male,,Yes,No,19,1990,8
4291-YZODP,Female,,No,Yes,14,2002,4
4395-PZMSN,Male,,No,No,8,2009,1
6427-FEFIG,Female,,Yes,Yes,28,2012,1
0017-IUDMW,Female,,Yes,Yes,25,1998,8
8706-HRADD,Male,,No,No,15,1984,3
9955-QOPOY,Male,,Yes,No,30,2011,1
4385-ZKVNW,Male,,Yes,Yes,29,2011,10
5446-DKWYW,Female,,Yes,Yes,23,2000,5
2034-CGRHZ,Male,,No,No,12,2003,1
5797-APWZC,Female,,No,No,4,1988,1
3683-QKIUE,Female,,No,No,8,1998,10
4228-ZGYUW,Male,,No,No,11,1984,9
9031-ZVQPT,Male,,Yes,No,5,1992,9
2990-IAJSV,Male,,No,No,28,1994,9
8107-KNCIM,Male,,Yes,No,9,1985,9
9027-YFHQJ,Male,,No,No,23,1997,7
5176-LDKUH,Female,,No,No,4,1991,11
4644-OBGFZ,Male,,Yes,Yes,3,2006,6
7926-IJOOU,Male,,No,No,12,2001,5
6480-YAGIY,Male,,No,No,28,1994,1
4029-HPFVY,Male,,No,No,1,2007,3
7602-DBTOU,Female,,Yes,No,2,1997,6
5345-BMKWB,Male,,Yes,No,29,2003,5
3519-ZKXGG,Female,,Yes,No,19,2003,6
5457-COLHT,Male,,Yes,Yes,10,2002,11
6416-TVAIH,Male,,Yes,Yes,19,1992,9
5451-YHYPW,Female,,Yes,No,12,1999,10
5108-ADXWO,Male,,No,No,17,1981,2
7998-WNZEM,Male,,No,No,30,1982,5
3066-RRJIO,Female,,No,No,22,1986,9
4664-NJCMS,Female,,Yes,No,12,2009,12
0307-BCOPK,Female,,No,No,16,1982,10
7629-WFGLW,Female,,Yes,No,25,1994,10
2542-HYGIQ,Female,,No,No,21,1984,11
6715-OFDBP,Male,,No,No,26,1980,4
5016-LIPDW,Male,,Yes,Yes,11,2001,5
6481-LXPWL,Male,,Yes,Yes,1,2010,10
1567-DSCIC,Male,,No,No,26,2012,10
2150-UWTFY,Female,,Yes,Yes,10,1985,5
6124-ACRHJ,Female,,No,No,29,1983,5
9362-MWODR,Female,,No,Yes,1,2008,4
9975-GPKZU,Male,,Yes,Yes,30,1990,3
9625-RZFUK,Male,,Yes,Yes,6,2010,3
5153-LXKDT,Male,,Yes,Yes,13,2009,10
5161-UBZXI,Male,,Yes,Yes,19,2008,11
1020-JPQOW,Female,,Yes,No,1,1996,6
7919-ZODZZ,Female,,Yes,Yes,2,1984,3
0565-JUPYD,Male,,No,No,4,1993,2
6867-ACCZI,Female,,Yes,Yes,25,1991,12
5939-XAIXZ,Female,,No,No,3,1988,7
9054-FOWNV,Male,,Yes,Yes,24,2005,3
2683-BPJSO,Male,,Yes,No,2,2012,5
2157-MXBJS,Male,,Yes,No,16,1991,5
8207-VVMYB,Female,,Yes,No,9,1983,10
9732-EQMWY,Female,,Yes,No,3,2010,9
9360-AHGNL,Female,,Yes,No,10,2010,11
1087-UDSIH,Female,,No,No,8,1981,4
5269-NRGDP,Male,,Yes,Yes,7,2012,8
6195-MELTI,Male,,No,No,18,2004,5
5485-WUYWF,Male,,No,No,13,2000,3
2121-JAFOM,Female,,Yes,No,15,2010,7
8818-DOPVL,Female,,No,No,28,2012,4
2632-UCGVD,Male,,Yes,No,17,2008,2
5445-PZWGX,Male,,No,No,19,2007,11
